id,xmin,ymin,xmax,ymax
5306,158,98,337,162
5307,220,0,379,64
5309,151,195,312,274
5311,214,83,386,143
5312,178,51,311,149
5316,263,72,381,160
5317,142,177,292,257
5318,265,150,408,258
5319,113,41,265,150
5320,0,31,73,331
5321,93,0,316,118
5324,143,0,247,127
5325,187,48,361,117
5326,133,93,256,198
5328,73,160,220,254
5329,0,0,116,84
5330,214,46,368,115
5331,263,92,383,183
5332,187,87,281,187
5334,107,208,294,301
5335,145,126,294,196
5336,80,83,218,195
5337,187,124,350,197
5343,359,120,500,208
5344,191,158,330,283
5346,209,70,332,158
5347,113,67,350,215
5349,308,0,500,71
5352,162,107,305,184
5353,75,246,500,288
5361,142,90,270,205
5363,53,0,473,61
5364,0,0,113,87
5365,0,0,500,37
5369,0,0,500,57
5372,180,64,309,170
5373,0,0,172,96
5376,33,0,466,55
5377,82,141,332,228
5379,299,159,430,242
5380,185,141,314,225
5383,51,0,466,47
5384,167,102,350,182
5386,75,61,279,164
5387,158,47,323,122
5388,110,187,233,370
5389,102,57,301,175
5390,150,60,314,169
5391,189,131,424,220
5395,203,44,339,127
5399,102,117,281,226
5402,91,51,243,207
5403,207,0,334,126
5406,223,0,366,170
5407,165,75,330,162
5409,200,37,337,120
5410,152,84,254,223
5411,122,48,272,138
5412,89,73,225,171
5413,225,230,388,294
5421,149,69,310,157
5422,167,0,357,148
5423,169,68,301,165
5426,189,48,316,138
5427,174,94,337,158
5428,158,84,296,160
5431,236,179,381,271
5434,73,0,464,56
5435,136,117,247,214
5437,142,37,294,99
5438,107,93,305,197
5440,104,205,252,314
5445,165,57,323,238
5446,175,234,285,352
5447,194,75,341,137
5448,261,110,428,189
5449,111,101,330,208
5451,140,90,330,148
5453,60,128,185,280
5455,211,116,306,245
5456,243,145,375,231
5457,160,169,257,299
5464,263,216,428,349
5468,233,169,341,321
5470,190,104,323,187
5471,64,122,200,247
5474,102,102,285,167
5476,129,75,214,187
5478,147,34,323,107
5479,214,154,500,289
5480,205,63,352,155
5483,151,158,305,243
5485,140,87,296,183
5487,47,180,140,339
5488,176,82,308,164
5489,243,277,401,341
5491,132,167,220,287
5494,196,44,348,120
5496,93,138,178,270
5497,162,50,301,138
5499,174,43,500,141
5502,120,182,276,249
5505,190,160,288,354
5506,71,212,198,314
5508,189,166,314,247
5509,225,187,363,282
5510,183,194,319,308
5515,145,61,236,195
5519,267,195,401,292
5520,100,168,238,238
5521,223,152,383,207
5524,294,185,438,299
5525,198,133,319,234
5527,174,154,359,251
5529,222,0,333,89
5530,160,47,319,118
5531,308,0,500,53
5532,183,53,341,132
5533,165,60,263,167
5536,102,149,206,287
5537,176,102,319,191
5538,133,98,319,209
5539,151,223,239,350
5541,194,124,341,203
5542,176,103,319,183
5544,68,203,212,312
5546,174,236,310,350
5547,84,141,301,271
5548,156,87,363,207
5550,133,172,279,253
5551,156,173,303,264
5552,185,115,314,197
5555,169,177,310,270
5567,176,86,290,189
5568,149,110,325,214
5569,166,74,349,141
5570,310,152,435,254
5571,187,146,303,233
5572,114,62,255,200
5574,158,55,354,154
5575,165,74,332,222
5576,178,163,348,248
5578,256,66,375,153
5580,194,200,352,272
5585,81,81,260,189
5588,109,0,227,129
5589,238,170,399,237
5591,0,0,156,156
5597,187,130,366,190
5598,120,154,238,303
5602,263,114,379,201
5605,167,83,359,162
5608,151,130,314,194
5610,158,68,316,144
5613,122,54,203,153
5614,274,0,468,72
5615,116,78,260,263
5616,125,53,290,139
5617,109,136,265,232
5622,222,95,434,227
5623,274,60,383,159
5624,345,74,500,164
5625,78,92,294,166
5626,155,142,291,256
5627,0,0,334,87
5632,270,149,500,209
5633,0,0,158,117
5634,187,87,330,165
5638,144,198,279,316
5639,0,106,89,291
5640,174,104,319,192
5644,58,46,388,319
5645,392,0,500,375
5647,150,189,286,290
5649,213,82,341,227
5650,334,258,464,356
5652,138,87,261,190
5653,158,58,278,174
5654,0,38,122,126
5656,176,194,350,265
5659,149,111,350,200
5660,151,150,339,225
5664,189,180,383,269
5665,111,125,299,231
5667,111,50,243,155
5668,147,145,332,207
5669,183,156,341,229
5672,169,192,316,278
5677,245,89,379,213
5679,0,0,127,94
5682,183,80,311,191
5683,156,140,314,211
5685,147,0,287,104
5686,57,138,283,229
5687,165,95,366,159
5692,101,142,240,223
5693,220,41,377,118
5694,126,80,275,200
5697,0,246,118,375
5700,192,53,364,137
5703,112,158,208,263
5706,154,50,299,119
5707,166,40,294,114
5711,103,28,209,78
5712,73,110,323,183
5714,128,72,252,152
5715,113,131,308,228
5717,218,45,379,128
5719,73,63,148,135
5722,149,0,281,111
5725,212,102,312,160
5728,96,74,142,112
5730,0,0,400,91
5731,332,0,500,73
5734,102,132,257,227
5735,127,142,359,239
5736,104,43,250,140
5738,169,130,417,273
5739,93,107,206,216
5740,135,145,253,269
5741,111,44,228,103
5742,200,177,368,241
5746,169,100,325,214
5748,92,209,188,316
5749,276,105,435,188
5751,187,120,323,196
5752,158,90,334,147
5753,198,84,363,154
5755,140,83,321,188
5757,128,146,256,241
5759,151,207,361,274
5760,131,106,243,218
5763,303,80,437,174
5766,118,128,285,214
5767,225,167,372,250
5768,149,120,294,193
5769,0,81,113,200
5774,203,42,366,114
5775,71,0,227,90
5777,214,110,372,202
5784,138,51,332,113
5785,68,136,172,234
5786,183,90,366,151
5787,162,66,323,147
5788,109,57,305,119
5789,80,41,303,119
5791,245,110,363,225
5795,37,93,198,162
5797,250,136,386,215
5798,172,125,283,196
5799,200,44,341,120
5801,187,118,303,208
5805,100,104,207,218
5806,105,180,315,310
5807,66,0,236,87
5808,0,0,401,93
5809,303,0,500,66
5810,83,113,196,216
5813,0,95,218,283
5814,225,55,392,151
5815,0,0,500,71
5816,83,104,167,225
5817,314,0,500,68
5818,127,138,254,229
5820,250,170,500,233
5823,220,107,433,203
5829,160,175,359,266
5837,56,174,288,292
5838,0,0,500,68
5843,142,97,408,193
5846,0,0,147,169
5847,196,141,303,241
5848,216,178,366,252
5853,187,146,325,253
5854,270,80,368,202
5855,303,0,500,53
5856,209,101,343,193
5858,330,95,450,211
5859,267,95,419,193
5861,63,80,263,245
5862,0,0,500,67
5863,101,138,202,285
5865,107,89,279,160
5867,238,45,500,160
5868,198,157,397,271
5870,154,139,395,246
5871,78,200,289,337
5873,209,49,354,123
5877,102,93,285,199
5884,80,141,410,296
5885,0,306,500,375
5886,218,0,395,88
5889,220,71,368,228
5893,290,115,424,232
5897,207,97,417,202
5898,270,61,428,187
5901,133,0,267,162
5903,287,0,437,168
5905,209,133,361,224
5907,126,198,202,325
5909,147,0,399,247
5911,198,153,319,253
5915,258,0,400,91
5917,105,0,249,122
5918,0,215,120,333
5920,84,29,257,151
5921,148,272,283,366
5923,167,76,316,147
5924,0,42,100,178
5925,328,0,500,75
5926,133,51,253,158
5927,334,188,462,283
5928,252,100,399,180
5929,160,169,296,264
5933,220,43,383,117
5936,0,273,156,335
5938,187,140,337,250
5940,151,111,260,218
5941,75,0,157,60
5942,123,55,226,142
5944,101,0,180,111
5949,151,253,312,326
5952,124,62,237,158
5954,69,122,167,234
5955,169,66,292,151
5959,151,103,339,193
5965,160,0,236,109
5969,321,278,500,355
5971,0,0,457,67
5972,0,46,407,171
5973,0,0,500,57
5974,130,180,217,314
5975,0,0,500,93
5976,160,86,308,162
5978,87,239,345,294
5983,0,0,149,174
5984,165,67,319,162
5985,191,81,321,165
5986,174,61,341,133
5987,101,265,237,363
5989,35,160,156,251
5991,0,228,151,292
5993,0,0,500,78
5996,125,0,363,57
5998,189,115,330,212
5999,258,65,426,145
6001,136,84,305,148
6002,207,85,366,164
6005,109,62,283,171
6009,191,99,312,208
6010,154,129,313,209
6011,0,0,333,87
6012,319,200,500,290
6013,145,50,316,120
6014,174,167,314,252
6015,128,73,246,178
6016,84,129,212,227
6019,165,49,323,122
6029,158,120,305,211
6030,60,37,267,105
6032,75,127,170,241
6033,198,110,375,186
6036,0,240,174,321
6038,130,207,249,308
6045,0,0,500,104
6047,149,77,310,137
6048,245,46,399,118
6049,207,99,406,171
6050,174,63,328,141
6051,308,0,500,49
6054,83,30,218,74
6055,156,135,301,233
6056,116,88,339,191
6057,207,42,375,120
6062,158,95,316,162
6065,149,65,294,142
6067,118,129,258,205
6069,261,76,399,171
6071,100,283,312,333
6072,176,35,359,93
6073,158,97,330,170
6076,129,70,332,151
6077,196,51,372,116
6078,196,38,341,112
6084,214,92,350,170
6086,198,48,350,125
6087,0,0,500,64
6089,140,55,352,148
6090,196,40,337,125
6091,207,311,377,375
6092,151,40,268,103
6093,0,0,252,135
6098,287,112,437,209
6100,145,99,226,180
6101,285,229,455,334
6104,196,208,348,289
6105,55,28,186,99
6106,187,42,341,110
6107,334,171,446,327
6112,176,150,305,236
6113,164,123,343,186
6114,156,128,343,211
6115,214,104,328,219
6116,0,0,500,73
6119,341,160,500,247
6123,136,57,330,146
6125,0,249,334,334
6129,113,111,215,198
6136,102,101,192,192
6138,225,47,388,111
6141,187,131,310,214
6145,133,0,294,132
6147,75,53,212,161
6148,140,59,305,173
6150,183,121,303,203
6152,212,55,383,156
6153,256,40,439,104
6155,229,45,368,128
6157,116,137,245,221
6158,78,62,332,199
6159,55,42,180,144
6160,93,0,341,195
6161,196,117,321,199
6162,314,64,446,142
6163,0,145,256,235
6164,265,43,383,133
6165,0,0,500,69
6170,69,0,177,216
6173,122,154,263,241
6174,125,92,267,165
6176,136,74,276,174
6187,99,75,190,196
6192,174,66,304,158
6193,183,44,323,122
6195,109,151,252,272
6197,91,104,282,406
6198,0,0,75,138
6199,0,92,500,204
6200,151,83,312,180
6201,122,118,312,226
6202,258,85,392,163
6204,139,223,291,289
6205,135,50,298,158
6206,191,98,348,187
6207,292,0,477,57
6209,0,0,500,71
6210,51,220,220,285
6211,171,232,379,297
6212,0,0,400,93
6215,183,53,328,135
6217,169,103,334,224
6221,252,166,361,297
6222,154,108,341,172
6225,73,217,229,285
6226,0,0,176,71
6227,207,192,433,274
6229,165,79,319,152
6231,0,0,158,100
6232,167,137,361,207
6234,170,187,303,292
6236,149,64,308,153
6241,191,226,368,287
6244,162,114,354,188
6245,0,56,93,167
6252,189,104,343,200
6253,156,216,334,273
6254,176,61,312,148
6255,176,93,310,206
6259,178,98,305,182
6260,160,154,500,236
6262,127,49,245,145
6263,0,0,500,75
6266,238,0,457,51
6268,138,170,296,262
6269,77,104,289,263
6270,180,111,352,214
6272,236,176,383,277
6274,0,0,500,60
6276,60,162,159,285
6278,0,0,500,70
6279,171,107,332,177
6281,64,67,101,109
6282,243,36,410,129
6284,127,150,256,244
6286,112,61,182,120
6289,136,87,314,148
6293,81,63,181,149
6297,47,93,214,254
6298,0,0,245,152
6299,150,75,232,212
6300,126,171,235,235
6304,104,95,301,184
6307,130,0,200,35
6308,227,77,368,174
6310,191,75,330,200
6313,138,0,250,127
6314,161,38,284,93
6315,222,145,364,272
6317,68,52,169,138
6321,133,75,384,265
6322,308,0,500,63
6323,126,102,324,220
6324,258,80,372,185
6327,69,205,218,337
6329,0,244,133,323
6331,102,72,243,145
6332,156,166,345,215
6333,187,214,293,339
6334,116,182,404,257
6340,162,126,323,216
6341,214,265,421,337
6342,165,132,299,217
6343,84,55,281,173
6344,180,157,323,234
6346,122,78,345,167
6354,399,239,500,350
6355,218,343,333,444
6356,154,53,301,139
6359,109,154,301,221
6364,171,142,339,232
6367,185,187,366,246
6368,122,164,241,249
6369,185,120,334,193
6371,169,195,359,308
6374,147,185,323,243
6375,100,205,191,352
6376,212,124,392,215
6378,218,82,363,167
6379,227,98,361,184
6380,191,101,348,206
6382,200,51,363,132
6384,142,149,281,236
6385,305,46,430,209
6389,75,141,352,249
6396,93,100,312,184
6397,145,101,350,224
6398,95,71,194,194
6400,125,90,263,230
6401,209,118,354,242
6405,265,106,381,186
6406,207,116,337,195
6408,245,95,357,193
6409,218,77,421,225
6410,180,155,305,251
6412,171,144,312,224
6413,196,89,299,189
6415,218,94,345,184
6419,180,137,305,232
6420,196,167,328,246
6422,252,122,375,207
6424,122,93,245,210
6425,258,110,386,184
6426,154,142,308,229
6428,236,86,359,166
6430,69,199,189,299
6431,115,191,217,316
6432,140,132,256,236
6434,243,180,428,303
6437,174,139,296,233
6438,98,68,250,196
6442,189,130,348,194
6445,151,71,339,164
6449,53,430,225,500
6450,194,111,345,194
6451,129,108,328,197
6453,133,49,310,122
6454,256,108,500,173
6456,171,128,310,217
6459,206,107,406,214
6463,125,167,281,290
6466,33,275,209,352
6467,0,0,196,171
6468,66,105,303,200
6469,55,0,500,66
6472,0,0,357,84
6473,178,165,264,287
6474,0,115,82,245
6476,243,150,395,229
6482,145,90,294,160
6484,118,77,228,171
6485,0,0,500,60
6486,78,46,314,109
6487,0,0,357,95
6492,154,133,301,219
6493,185,106,359,175
6494,44,0,500,50
6495,203,98,350,178
6497,169,90,316,166
6498,272,62,500,176
6499,321,310,470,404
6501,129,120,264,218
6504,189,150,363,203
6505,230,350,331,500
6509,245,63,366,250
6511,256,120,417,188
6512,0,0,459,61
6516,138,0,357,78
6517,217,120,307,215
6519,95,45,182,94
6521,263,0,464,69
6522,0,0,500,73
6524,160,120,271,263
6525,128,124,309,206
6526,0,0,500,81
6527,194,113,325,197
6528,165,84,279,199
6530,112,49,224,145
6537,160,86,314,142
6541,0,0,500,62
6542,171,68,368,127
6545,29,399,180,497
6548,263,68,406,144
6549,319,0,490,91
6550,205,75,355,203
6551,171,46,359,155
6553,139,45,233,177
6554,207,112,332,197
6556,198,127,392,214
6557,0,0,500,58
6559,142,99,263,171
6561,113,122,348,232
6569,0,0,343,82
6571,158,149,343,239
6575,102,74,218,167
6576,136,0,286,149
6577,147,203,238,319
6578,238,34,412,135
6579,127,97,301,165
6581,147,176,257,287
6582,149,142,270,270
6583,183,82,334,155
6584,86,174,235,305
6589,74,118,179,216
6593,78,0,160,51
6594,145,93,334,180
6595,0,0,500,67
6596,165,95,419,200
6601,123,133,212,265
6602,198,39,339,122
6608,220,56,341,197
6609,174,61,332,146
6613,131,47,265,129
6615,87,109,234,172
6616,234,120,383,202
6618,316,85,439,233
6619,171,0,240,127
6620,154,146,290,240
6621,53,238,227,303
6624,270,136,430,245
6625,138,99,332,179
6626,40,37,167,121
6628,109,52,229,159
6630,140,120,272,202
6637,90,0,205,145
6640,183,180,354,317
6642,238,0,354,99
6643,169,60,319,145
6645,198,40,321,126
6646,200,89,354,162
6648,136,104,325,191
6650,205,107,361,197
6652,206,58,327,171
6653,247,100,388,191
6656,165,77,348,200
6657,162,55,337,120
6658,167,68,319,150
6660,0,0,378,109
6665,299,74,435,179
6670,96,58,215,158
6671,127,83,258,162
6672,162,63,301,162
6673,120,60,294,135
6677,120,0,368,44
6679,81,52,166,91
6684,147,85,285,172
6688,186,95,304,218
6689,220,52,381,174
6691,180,87,294,220
6692,38,0,150,68
6693,93,89,263,148
6695,142,53,319,137
6696,272,98,372,222
6701,165,49,323,135
6703,276,77,439,214
6704,0,0,500,116
6707,137,62,242,162
6708,147,115,314,213
6709,253,0,351,116
6711,169,49,323,133
6712,0,0,500,109
6713,0,0,490,171
6716,0,324,232,375
6717,191,0,301,93
6718,225,50,401,117
6719,130,42,243,147
6720,182,107,264,256
6722,111,142,212,245
6723,0,0,388,72
6724,106,146,235,194
6731,171,85,314,159
6733,209,297,419,362
6735,194,281,323,399
6737,102,115,308,217
6738,188,62,458,198
6740,147,58,292,144
6742,191,141,343,280
6744,299,76,435,165
6745,133,55,248,167
6746,176,125,305,208
6747,241,83,406,209
6748,133,189,211,328
6750,123,93,232,163
6755,252,51,388,139
6759,91,149,254,222
6760,22,337,153,448
6761,180,156,332,232
6762,42,228,412,303
6765,140,121,316,220
6766,0,0,333,109
6767,0,0,344,93
6769,174,196,314,301
6778,191,130,430,224
6780,37,0,466,50
6783,0,246,154,326
6784,189,148,339,227
6785,62,73,415,197
6788,198,69,316,157
6789,227,100,383,169
6790,166,65,311,158
6791,247,90,430,215
6793,129,63,279,177
6796,258,116,399,198
6797,164,57,258,144
6799,31,46,81,116
6800,203,57,321,148
6801,102,33,190,80
6802,174,147,299,241
6806,248,158,369,241
6807,250,86,377,181
6808,0,190,100,308
6812,227,59,388,143
6813,109,61,316,151
6814,0,0,404,100
6816,216,58,428,173
6824,281,78,410,184
6826,0,122,495,285
6827,66,72,236,148
6830,44,40,310,93
6831,0,250,375,415
6833,203,98,363,181
6836,234,132,354,305
6837,263,148,441,211
6839,198,127,297,250
6841,0,0,348,113
6842,78,38,194,147
6843,0,343,240,500
6844,176,95,345,220
6846,270,99,424,198
6850,0,66,333,417
6851,154,64,330,138
6852,203,138,361,220
6853,129,0,323,78
6855,183,99,426,197
6856,104,272,218,366
6859,196,44,339,117
6860,0,0,333,93
6862,223,68,386,144
6866,107,68,247,236
6867,243,198,373,319
6868,53,0,330,108
6870,196,125,337,209
6872,220,103,359,204
6875,178,71,323,135
6881,220,237,379,295
6883,209,117,323,249
6884,73,105,214,174
6888,116,80,244,196
6893,149,167,328,240
6894,113,87,236,175
6895,165,86,332,147
6897,107,185,238,268
6898,171,89,341,151
6901,147,96,328,164
6902,241,114,428,224
6903,110,60,258,147
6904,227,63,500,154
6906,145,120,281,203
6908,26,0,459,50
6910,290,104,444,171
6911,386,74,500,163
6912,176,78,312,157
6913,151,75,292,182
6917,214,75,383,159
6920,142,65,276,176
6921,136,88,294,154
6923,14,341,120,446
6924,126,91,254,209
6928,0,332,185,400
6931,254,53,424,157
6932,120,98,254,185
6936,0,283,314,397
6939,142,56,325,147
6940,84,0,312,113
6941,198,76,325,169
6942,31,318,171,426
6947,95,130,250,201
6948,176,59,319,134
6949,142,72,287,151
6951,0,206,267,273
6953,149,120,298,223
6954,285,71,426,192
6957,154,95,316,209
6960,176,137,348,199
6963,158,114,321,240
6964,308,194,437,313
6965,137,66,241,180
6966,88,66,308,145
6967,51,253,234,315
6970,136,208,299,356
6972,174,71,340,196
6973,191,72,352,156
6975,38,279,333,500
6976,200,97,350,181
6977,151,64,328,132
6978,100,84,305,144
6981,180,153,337,231
6982,158,167,299,242
6991,127,60,319,126
6992,142,150,287,228
6996,330,0,500,110
6997,154,100,321,172
6999,113,69,205,176
7000,158,42,301,128
7005,0,96,174,170
7007,265,77,390,173
7009,0,421,127,500
7010,95,104,234,209
7011,270,89,354,228
7012,104,36,245,168
7013,151,77,303,148
7015,125,99,250,163
7017,194,60,348,151
7018,188,209,370,292
7019,187,42,363,113
7020,200,0,336,82
7025,203,67,415,151
7026,229,25,363,101
7027,108,207,235,292
7030,173,51,260,169
7032,138,0,321,134
7033,220,87,352,200
7034,171,127,296,250
7036,256,286,448,375
7037,180,75,319,147
7040,325,0,500,57
7041,203,89,314,267
7043,212,33,404,99
7047,0,0,500,68
7048,0,0,500,65
7051,185,98,343,186
7054,209,140,437,251
7056,73,42,274,107
7058,225,132,415,271
7060,160,108,323,180
7061,64,0,500,57
7062,174,54,330,127
7064,154,57,319,147
7065,0,111,66,276
7067,343,0,500,65
7068,145,52,292,130
7069,0,0,500,71
7072,0,0,500,59
7073,0,0,500,66
7078,187,53,316,138
7081,165,0,323,90
7083,252,82,377,164
7085,202,75,315,203
7087,196,123,314,222
7091,245,152,386,238
7092,183,156,314,249
7094,176,82,321,160
7095,305,83,444,165
7096,138,155,296,233
7100,261,130,424,196
7102,207,153,352,243
7104,194,148,332,232
7105,122,0,247,97
7110,68,354,193,455
7112,84,133,216,267
7114,348,144,462,242
7115,227,129,383,194
7118,229,70,368,166
7119,127,149,276,234
7121,142,150,290,242
7122,209,236,368,330
7125,214,136,357,211
7126,125,139,270,215
7128,247,138,372,222
7130,89,65,261,201
7131,256,159,386,260
7133,194,139,330,222
7134,196,87,323,173
7135,95,147,296,234
7137,154,202,316,347
7138,178,83,406,151
7140,176,58,375,165
7148,212,45,454,161
7149,120,167,200,294
7150,187,38,330,140
7153,117,426,301,500
7155,165,34,357,139
7159,118,158,219,281
7160,40,245,169,330
7162,0,0,500,65
7165,142,102,264,274
7167,218,309,395,375
7169,56,169,149,212
7170,184,181,312,219
7172,40,30,145,94
7173,40,350,311,439
7174,158,100,357,212
7175,110,302,269,361
7176,0,281,102,399
7177,87,34,292,182
7181,0,0,500,68
7182,0,342,252,416
7183,111,43,332,144
7184,0,190,239,270
7189,158,71,292,159
7190,91,58,245,145
7192,132,64,320,149
7193,0,0,256,58
7196,0,115,290,254
7198,147,71,308,177
7199,251,80,362,220
7204,100,26,178,81
7206,0,0,500,56
7209,156,107,308,197
7210,151,67,345,195
7212,363,161,500,262
7213,108,125,280,294
7219,198,37,357,113
7222,147,135,350,217
7223,216,83,354,188
7224,128,37,230,113
7225,178,39,339,102
7226,31,21,139,61
7228,0,0,500,68
7233,160,95,303,179
7236,69,369,209,468
7237,130,0,262,133
7239,58,82,149,208
7240,96,0,175,40
7241,196,115,334,226
7242,200,145,368,229
7244,68,32,144,99
7246,86,87,185,203
7247,270,121,421,199
7249,111,260,254,342
7251,194,0,325,98
7252,176,83,323,177
7253,254,83,370,176
7255,126,102,270,214
7257,180,86,310,173
7261,0,0,151,106
7263,234,54,437,163
7266,162,142,500,271
7269,55,69,500,149
7271,0,49,109,176
7273,158,67,314,173
7277,107,77,325,156
7279,156,78,330,187
7280,156,0,372,143
7281,218,165,372,245
7282,167,83,354,217
7283,133,82,250,201
7284,138,37,252,133
7289,156,136,361,225
7291,107,107,212,212
7292,143,140,232,279
7293,169,99,319,196
7297,189,52,339,121
7299,220,94,366,180
7302,209,102,363,196
7303,169,43,348,99
7306,140,61,410,158
7309,149,175,294,272
7310,87,110,328,179
7311,178,90,328,177
7313,174,156,316,248
7314,194,56,348,154
7315,151,53,321,117
7317,0,376,167,454
7319,187,48,339,137
7321,176,42,310,187
7326,176,183,321,285
7329,95,0,217,159
7330,228,41,307,147
7331,203,0,337,107
7335,162,0,321,69
7338,0,203,357,363
7340,176,132,316,211
7341,80,111,166,138
7342,98,60,228,178
7344,241,49,374,156
7346,0,332,363,446
7347,147,78,332,193
7349,212,75,308,190
7350,112,91,227,181
7351,332,172,500,271
7352,252,129,370,261
7354,185,98,339,174
7355,218,0,500,127
7356,0,0,500,78
7357,191,107,291,227
7358,260,234,356,357
7361,301,41,453,110
7365,136,63,337,172
7369,146,185,248,291
7372,0,0,500,58
7374,241,154,392,244
7379,0,348,121,444
7383,214,48,361,130
7384,176,98,312,193
7385,179,109,373,232
7386,236,107,368,218
7387,178,63,341,144
7388,243,0,419,66
7389,175,95,332,200
7391,225,58,419,164
7394,238,145,379,233
7395,119,66,223,209
7396,0,0,187,130
7398,0,0,500,68
7400,252,136,426,215
7403,162,60,370,165
7404,0,0,500,77
7405,0,0,333,116
7408,0,0,500,76
7409,80,0,500,58
7413,115,278,312,398
7415,167,57,339,156
7418,22,0,453,58
7421,185,86,321,164
7422,174,141,303,227
7424,272,81,361,199
7425,245,96,377,240
7428,55,0,473,49
7431,261,56,363,165
7434,193,95,309,160
7436,0,0,199,100
7440,212,157,359,238
7441,136,122,239,238
7442,0,192,138,272
7443,158,110,334,212
7446,135,337,241,448
7447,120,129,224,267
7449,125,122,259,216
7450,136,350,263,444
7451,290,99,417,187
7452,110,87,211,214
7454,0,51,189,142
7457,96,122,181,250
7458,138,261,345,345
7463,138,75,332,148
7466,65,47,116,145
7470,171,172,392,200
7473,198,44,354,89
7475,87,176,167,312
7476,245,140,408,262
7477,174,109,265,227
7478,127,51,314,132
7479,118,82,220,283
7481,138,147,310,224
7483,200,118,314,242
7486,165,65,334,196
7487,84,276,386,424
7488,234,35,337,160
7492,283,146,441,255
7494,209,90,375,156
7497,129,104,245,209
7498,209,78,359,151
7500,171,134,361,192
7502,178,80,299,173
7505,191,141,426,253
7506,64,116,500,362
7507,90,129,211,216
7509,263,78,500,182
7510,149,138,314,203
7511,127,275,274,383
7512,162,97,330,182
7516,283,44,441,118
7518,180,30,366,88
7520,113,258,218,359
7521,116,136,229,258
7523,194,91,256,263
7526,167,49,325,112
7529,138,172,267,267
7531,0,43,145,136
7532,161,165,272,287
7533,174,117,308,209
7537,169,136,319,207
7538,73,170,207,254
7539,165,68,350,182
7540,0,0,191,80
7546,156,110,392,206
7548,140,203,250,325
7550,183,105,314,170
7552,0,0,500,56
7553,0,270,154,362
7557,169,0,275,154
7558,153,95,245,292
7559,180,164,305,251
7560,164,100,289,256
7562,78,101,366,196
7565,178,83,354,176
7573,0,0,333,104
7574,232,61,379,143
7576,156,147,314,218
7577,214,194,345,287
7580,236,121,368,212
7581,158,124,308,197
7582,0,0,500,68
7583,0,222,500,333
7586,158,160,328,236
7587,196,71,341,189
7588,236,112,500,246
7589,168,0,243,185
7591,314,77,437,172
7593,176,73,307,200
7596,272,0,500,89
7597,232,189,433,285
7601,189,226,348,307
7602,188,150,315,224
7603,183,196,325,285
7606,285,55,444,137
7607,171,0,354,129
7609,261,38,372,138
7611,191,164,339,246
7613,0,122,98,270
7614,151,130,283,245
7615,116,93,201,218
7620,131,100,281,196
7622,238,158,361,251
7623,234,166,361,254
7625,348,232,500,375
7629,0,0,500,65
7630,176,139,357,212
7631,180,107,354,204
7636,0,0,382,98
7637,103,131,265,218
7638,0,0,439,130
7640,118,44,267,136
7642,234,82,375,167
7644,0,0,444,102
7646,35,127,156,217
7647,133,0,308,117
7650,392,33,500,178
7651,57,0,147,151
7655,0,180,229,249
7659,75,49,241,119
7660,196,117,357,209
7661,165,36,328,126
7663,116,104,310,166
7667,285,128,433,217
7668,160,50,321,137
7669,180,266,368,326
7671,35,0,402,78
7672,0,348,129,435
7674,157,62,336,142
7675,149,84,328,181
7679,58,70,399,160
7680,216,68,363,148
7681,0,0,500,63
7683,227,154,352,247
7684,0,0,500,71
7689,110,0,282,154
7692,171,127,305,217
7693,247,129,381,206
7697,165,50,330,120
7701,127,83,305,197
7705,185,266,439,376
7709,125,53,251,145
7710,176,0,296,117
7712,191,134,321,235
7714,56,64,259,180
7715,245,253,417,325
7719,145,32,308,99
7720,220,108,359,199
7721,203,87,373,223
7722,0,0,437,87
7723,154,140,299,231
7724,0,0,500,55
7725,147,155,330,240
7727,162,94,299,191
7730,180,62,325,160
7733,129,126,287,206
7734,162,35,258,156
7735,151,173,352,273
7736,0,316,216,375
7737,196,138,345,220
7738,194,56,323,176
7739,113,145,234,240
7743,71,63,234,232
7745,191,0,334,92
7746,151,156,299,244
7747,128,75,264,214
7748,174,72,303,157
7749,218,47,368,123
7753,276,91,421,185
7754,234,89,421,218
7756,149,124,337,206
7757,176,41,305,124
7762,203,127,345,203
7768,180,148,312,228
7769,142,82,325,176
7771,118,165,268,332
7772,87,115,234,242
7775,171,153,357,234
7776,350,124,500,193
7777,238,147,495,303
7778,136,86,323,154
7781,212,114,372,191
7782,91,51,241,155
7783,214,62,357,147
7785,133,78,323,154
7786,142,35,312,177
7787,174,98,321,169
7793,156,190,296,319
7794,189,77,305,175
7796,180,141,334,215
7799,205,72,363,166
7801,120,169,270,253
7802,142,59,276,140
7805,236,172,377,249
7806,191,70,319,152
7807,214,135,352,264
7808,276,66,500,198
7809,94,131,201,227
7812,0,0,500,54
7813,84,106,283,217
7815,131,138,210,270
7819,191,86,328,169
7820,203,89,408,203
7822,388,0,500,97
7825,145,49,372,116
7829,140,81,234,193
7830,205,116,328,198
7836,196,88,330,174
7839,140,118,238,242
7841,151,75,281,170
7842,198,117,350,207
7849,258,60,357,185
7851,185,135,316,218
7852,216,78,410,170
7853,214,47,430,135
7856,276,92,412,179
7857,0,234,167,296
7858,269,0,429,138
7859,312,228,468,298
7860,0,0,218,169
7862,154,61,287,177
7863,187,104,299,210
7864,162,55,319,151
7865,235,116,360,236
7866,120,166,350,238
7874,0,0,500,54
7877,187,41,332,135
7879,350,239,500,328
7882,0,0,245,116
7884,0,0,395,93
